depth	depth_interval	month	sea_basin	mean	std	count	max	min	median	95p	5p	99p	1p	25p	75p	mad	smad	min_depth	max_depth	flag1_lower	flag1_upper	flag2_lower	flag2_upper	flag3_lower	flag3_upper	min_range_value	max_range_value
0.0	0_2.5	12	24	20.13	4.79	57.0	29.08	9.58	19.82	27.27	12.7	28.64	10.61	17.13	24.99	4.11	6.09	0.0	2.5	13.09	32.74	9.06	40.5	5.02	48.26	0.0	38.66
5.0	2.5_7.5	1	24	22.34	4.83	53.0	37.12	13.3	22.13	32.17	16.57	34.89	13.81	18.2	24.84	2.86	4.24	2.5	7.5	12.3	28.9	6.41	32.97	0.52	37.04	3.64	46.78
5.0	2.5_7.5	2	24	25.45	7.07	251.0	66.75	14.74	24.29	35.34	17.13	54.76	15.35	21.36	28.02	3.42	5.06	2.5	7.5	16.96	33.62	12.57	39.21	8.18	44.81	0.6	80.89
5.0	2.5_7.5	3	24	21.48	4.5	55.0	35.8	13.7	20.23	30.82	16.16	34.97	14.11	18.54	23.56	2.52	3.74	2.5	7.5	16.0	28.55	13.47	33.55	10.93	38.54	4.7	44.8
5.0	2.5_7.5	4	24	15.47	9.02	328.0	51.76	0.04	15.13	29.61	0.23	40.36	0.14	10.0	20.87	5.5	8.15	2.5	7.5	2.3	29.48	0.0	38.09	0.0	46.7	0.0	69.8
5.0	2.5_7.5	5	24	6.84	6.54	267.0	29.99	0.07	5.5	19.41	0.16	24.24	0.1	0.38	10.81	5.14	7.62	2.5	7.5	0.0	18.78	0.0	26.74	0.0	34.71	0.0	43.07
5.0	2.5_7.5	6	24	6.04	7.92	347.0	48.69	0.07	3.08	21.83	0.15	36.32	0.08	0.36	8.57	2.79	4.14	2.5	7.5	0.0	16.8	0.0	25.04	0.0	33.28	0.0	64.53
5.0	2.5_7.5	7	24	6.31	7.91	391.0	62.97	0.07	3.43	20.24	0.18	37.32	0.12	0.79	9.31	3.07	4.55	2.5	7.5	0.0	18.13	0.0	26.95	0.0	35.77	0.0	78.79
5.0	2.5_7.5	8	24	5.62	8.83	371.0	66.54	0.06	2.12	21.42	0.12	49.32	0.07	0.36	7.11	1.91	2.83	2.5	7.5	0.0	14.6	0.0	22.08	0.0	29.56	0.0	84.2
5.0	2.5_7.5	9	24	9.58	10.22	393.0	52.12	0.07	5.85	32.09	0.17	39.56	0.09	1.65	13.78	5.14	7.62	2.5	7.5	0.0	25.67	0.0	37.57	0.0	49.46	0.0	72.56
